Date,Open,High,Low,Close,Volume,Daily_Return,Log_Return,target,close_lag_1,close_lag_2,open_lag_1,high_lag_1,low_lag_1,volume_lag_1,volume_ratio,daily_range,price_position
2022-08-15,24136.97265625,25135.58984375,23839.775390625,24318.31640625,35123501685.0,,,24126.13671875,,,,,,,,1295.814453125,0.36929748273060653
2022-08-16,23883.291015625,24228.416015625,23733.5,24126.13671875,27753685646.0,-0.007902672384450415,-0.007934063994307352,23881.31640625,24318.31640625,,24136.97265625,25135.58984375,23839.775390625,35123501685.0,,494.916015625,0.7933400947919668
2022-08-17,23335.998046875,24407.05859375,23243.353515625,23881.31640625,30931623076.0,-0.010147514098671873,-0.010199351095793783,23341.0390625,24126.13671875,24318.31640625,23883.291015625,24228.416015625,23733.5,27753685646.0,,1163.705078125,0.5482169860880103
2022-08-18,23212.73828125,23563.83203125,23177.6015625,23341.0390625,23747613147.0,-0.02262343224968133,-0.02288326849698187,23213.3125,23881.31640625,24126.13671875,23335.998046875,24407.05859375,23243.353515625,30931623076.0,,386.23046875,0.4231605562579014
2022-08-19,20877.552734375,23213.3125,20868.84765625,23213.3125,40509610260.0,-0.005472188369934572,-0.005487215639150442,20872.841796875,23341.0390625,23881.31640625,23212.73828125,23563.83203125,23177.6015625,23747613147.0,1.2814141432709258,2344.46484375,1.0
2022-08-20,21166.060546875,21350.806640625,20856.73046875,20872.841796875,27595671000.0,-0.10082450331571591,-0.10627705034268954,21160.392578125,23213.3125,23341.0390625,20877.552734375,23213.3125,20868.84765625,40509610260.0,0.9165670383468232,494.076171875,0.03260899643036443
2022-08-21,21534.12109375,21668.845703125,21103.197265625,21160.392578125,23102307723.0,0.013776312015791214,0.01368228124337336,21531.462890625,20872.841796875,23213.3125,21166.060546875,21350.806640625,20856.73046875,27595671000.0,0.7917886927204806,565.6484375,0.10111459469911467
2022-08-22,21398.908203125,21531.462890625,20939.18359375,21531.462890625,31666498758.0,0.017536078838329416,0.01738409602375018,21401.044921875,21160.392578125,20872.841796875,21534.12109375,21668.845703125,21103.197265625,23102307723.0,1.0798708024192514,592.279296875,1.0
2022-08-23,21528.087890625,21646.203125,20955.138671875,21401.044921875,31878280659.0,-0.006057088151069645,-0.006075506722441388,21526.455078125,21531.462890625,21160.392578125,21398.908203125,21531.462890625,20939.18359375,31666498758.0,1.0299771495775052,691.064453125,0.6452455309828306
2022-08-24,21395.01953125,21783.076171875,21195.005859375,21526.455078125,31962253368.0,0.005860001542345783,0.005842898516618908,21395.458984375,21401.044921875,21531.462890625,21528.087890625,21646.203125,20955.138671875,31878280659.0,1.0930628518931138,588.0703125,0.563621750162741
2022-08-25,21600.904296875,21789.63671875,21362.44140625,21395.458984375,31028679593.0,-0.006085353732167342,-0.006103944958354407,21596.0859375,21526.455078125,21401.044921875,21395.01953125,21783.076171875,21195.005859375,31962253368.0,1.0367913038429943,427.1953125,0.07728918637186591
2022-08-26,20260.01953125,21804.908203125,20199.482421875,21596.0859375,42326789564.0,0.009377081055915504,0.009333389153981743,20262.48046875,21395.458984375,21526.455078125,21600.904296875,21789.63671875,21362.44140625,31028679593.0,1.253291556065484,1605.42578125,0.869927175666502
2022-08-27,20041.73828125,20340.775390625,19890.5234375,20262.48046875,30116729776.0,-0.061752183826713436,-0.0637411685228341,20041.03515625,21596.0859375,21395.458984375,20260.01953125,21804.908203125,20199.482421875,42326789564.0,0.9000130845749829,450.251953125,0.82610864576691
2022-08-28,19616.814453125,20139.0546875,19616.814453125,20041.03515625,24366810591.0,-0.010928835333932851,-0.010988993764054808,19615.154296875,20262.48046875,21596.0859375,20041.73828125,20340.775390625,19890.5234375,30116729776.0,0.7624098254926824,522.240234375,0.8123094989659183
2022-08-29,20297.994140625,20357.462890625,19600.78515625,19615.154296875,32637854078.0,-0.02125044220793082,-0.021479483486095553,20298.611328125,20041.03515625,20262.48046875,19616.814453125,20139.0546875,19616.814453125,24366810591.0,1.0169021672477787,756.677734375,0.018989775927355138
2022-08-30,19796.80859375,20542.64453125,19617.640625,20298.611328125,34483360283.0,0.0348433165962343,0.03425003032630253,19799.58203125,19615.154296875,20041.03515625,20297.994140625,20357.462890625,19600.78515625,32637854078.0,1.051760978398921,925.00390625,0.7361814350446155
2022-08-31,20049.763671875,20420.990234375,19799.58203125,19799.58203125,33225232872.0,-0.024584405741271742,-0.024891648281464125,20050.498046875,20298.611328125,19615.154296875,19796.80859375,20542.64453125,19617.640625,34483360283.0,1.0729585846714877,621.408203125,0.0
2022-09-01,20127.140625,20198.390625,19653.96875,20050.498046875,30182031010.0,0.012672793558418327,0.012593165742354674,20126.072265625,19799.58203125,20298.611328125,20049.763671875,20420.990234375,19799.58203125,33225232872.0,0.9742720788088601,544.421875,0.7283493097609276
2022-09-02,19969.771484375,20401.568359375,19814.765625,20126.072265625,29123998928.0,0.003769194090506911,0.00376210847757997,19969.71875,20050.498046875,19799.58203125,20127.140625,20198.390625,19653.96875,30182031010.0,0.9121060770264771,586.802734375,0.5305132753966643
2022-09-03,19832.087890625,20037.009765625,19698.35546875,19969.71875,23613051457.0,-0.007768704870052989,-0.0077990384616759565,19832.470703125,20126.072265625,20050.498046875,19969.771484375,20401.568359375,19814.765625,29123998928.0,0.7838218151990981,338.654296875,0.8012987986689044
2022-09-04,19986.712890625,19999.689453125,19636.81640625,19832.470703125,25245861652.0,-0.0068728082049227535,-0.006896534725609852,19988.7890625,19969.71875,20126.072265625,19832.087890625,20037.009765625,19698.35546875,23613051457.0,0.8927728354501419,362.873046875,0.5391811228746279
2022-09-05,19812.37109375,20031.16015625,19673.046875,19988.7890625,28813460025.0,0.007881940768497797,0.007851040536355743,19817.724609375,19832.470703125,19969.71875,19986.712890625,19999.689453125,19636.81640625,25245861652.0,1.0517519323777913,358.11328125,0.8816824285262389
2022-09-06,18837.66796875,20155.26953125,18800.171875,19817.724609375,43403978910.0,-0.008558019827520469,-0.008594849958409749,18837.68359375,19988.7890625,19832.470703125,19812.37109375,20031.16015625,19673.046875,28813460025.0,1.4448694237103104,1355.09765625,0.750907308917427
2022-09-07,19290.32421875,19427.171875,18644.466796875,18837.68359375,35239757134.0,-0.04945275176350872,-0.05071740946585406,19289.94140625,19817.724609375,19988.7890625,18837.66796875,20155.26953125,18800.171875,43403978910.0,1.1271953133720802,782.705078125,0.24685772748256374
2022-09-08,19329.833984375,19417.3515625,19076.71484375,19289.94140625,32194477850.0,0.024008143583537533,0.023724479303991717,19328.140625,18837.68359375,19817.724609375,19290.32421875,19427.171875,18644.466796875,35239757134.0,0.9761964524975575,340.63671875,0.625964703049207
2022-09-09,21381.15234375,21439.41015625,19310.962890625,19328.140625,48469528171.0,0.0019802661887622364,0.0019783080463423954,21376.912109375,19289.94140625,18837.68359375,19329.833984375,19417.3515625,19076.71484375,32194477850.0,1.288252669888093,2128.447265625,0.00807054731983501
2022-09-10,21680.5390625,21760.275390625,21168.72265625,21376.912109375,36913738894.0,0.105999409054641,0.10074936879135746,21678.54296875,19328.140625,19289.94140625,21381.15234375,21439.41015625,19310.962890625,48469528171.0,0.9406141140508728,591.552734375,0.35193726784977303
2022-09-11,21769.255859375,21770.552734375,21406.9453125,21678.54296875,34493951963.0,0.01411012300708836,0.014011501843252191,21770.1484375,21376.912109375,19328.140625,21680.5390625,21760.275390625,21168.72265625,36913738894.0,0.9207646202135125,363.607421875,0.7469530045604216
2022-09-12,22370.44921875,22439.181640625,21603.896484375,21770.1484375,50212088965.0,0.00422562848813457,0.004216725591485382,22371.48046875,21678.54296875,21376.912109375,21769.255859375,21770.552734375,21406.9453125,34493951963.0,1.241129850218729,835.28515625,0.19903616373525135
2022-09-13,20296.70703125,22673.8203125,20062.669921875,22371.48046875,51091116622.0,0.02762186178823578,0.027247260636316818,20184.5546875,21770.1484375,21678.54296875,22370.44921875,22439.181640625,21603.896484375,50212088965.0,1.1549647015763778,2611.150390625,0.8842120144303015
2022-09-14,20241.08984375,20467.201171875,19793.396484375,20184.5546875,37872380889.0,-0.09775507634842706,-0.10286926179640474,20242.2890625,22371.48046875,21770.1484375,20296.70703125,22673.8203125,20062.669921875,51091116622.0,0.8992257450032836,673.8046875,0.5805216413324521
2022-09-15,19701.2109375,20318.166015625,19636.734375,20242.2890625,36389011503.0,0.002860324435879358,0.002856241491783649,19704.005859375,20184.5546875,22371.48046875,20241.08984375,20467.201171875,19793.396484375,37872380889.0,0.866163541380427,681.431640625,0.8886506751353567
2022-09-16,19772.583984375,19870.62890625,19400.076171875,19704.005859375,30123362273.0,-0.02659201246771048,-0.026951975809701528,19777.033203125,20242.2890625,20184.5546875,19701.2109375,20318.166015625,19636.734375,36389011503.0,0.7322587631306703,470.552734375,0.6458993122283884
2022-09-17,20127.576171875,20162.53125,19777.033203125,19777.033203125,24957448100.0,0.0037062181300182573,0.0036993670261769337,20127.234375,19704.005859375,20242.2890625,19772.583984375,19870.62890625,19400.076171875,30123362273.0,0.691597543757158,385.498046875,0.0
2022-09-18,19419.505859375,20127.234375,19387.4921875,20127.234375,31254779144.0,0.01770746745875229,0.0175525167723528,19418.572265625,19777.033203125,19704.005859375,20127.576171875,20162.53125,19777.033203125,24957448100.0,0.9730811492369787,739.7421875,1.0
2022-09-19,19544.12890625,19639.48046875,18390.318359375,19418.572265625,40177002624.0,-0.03520911498179935,-0.03584390058887679,19545.591796875,20127.234375,19777.033203125,19419.505859375,20127.234375,19387.4921875,31254779144.0,1.2331678057571964,1249.162109375,0.8231548960162359
2022-09-20,18890.7890625,19602.45703125,18813.455078125,19545.591796875,36791346508.0,0.006541136470411546,0.006519836072665918,18891.283203125,19418.572265625,20127.234375,19544.12890625,19639.48046875,18390.318359375,40177002624.0,1.1264684370864466,789.001953125,0.9279276380118276
2022-09-21,18547.400390625,19674.630859375,18290.314453125,18891.283203125,46363793975.0,-0.03347601855957172,-0.03404916797688495,18534.650390625,19545.591796875,19418.572265625,18890.7890625,19602.45703125,18813.455078125,36791346508.0,1.291151426367788,1384.31640625,0.4341267265826714
2022-09-22,19413.55078125,19456.91015625,18415.591796875,18534.650390625,41135767926.0,-0.018878167706522175,-0.019058635187610185,19412.400390625,18891.283203125,19545.591796875,18547.400390625,19674.630859375,18290.314453125,46363793975.0,1.0508686521935513,1041.318359375,0.11433448059194794
2022-09-23,19297.638671875,19464.671875,18617.552734375,19412.400390625,38896078052.0,0.04735724610397685,0.04627008295811938,19296.990234375,18534.650390625,18891.283203125,19413.55078125,19456.91015625,18415.591796875,41135767926.0,0.9563167556607728,847.119140625,0.9382950025938095
