Date,Open,High,Low,Close,Volume,Daily_Return,Log_Return
2023-03-30,28033.5625,29159.90234375,27720.16015625,28350.140625,22435349951.0,0.0397223065859067,0.038953664600823855
2023-03-31,28478.484375,28639.896484375,27583.71484375,28032.26171875,19001327598.0,-0.011212604214375088,-0.011275939340511505
2023-04-01,28411.03515625,28802.45703125,28297.171875,28473.33203125,10876469901.0,0.015734381939113362,0.015611879876879321
2023-04-02,28199.30859375,28518.958984375,27884.087890625,28462.845703125,12284641999.0,-0.0003682859495858226,-0.00036835378351151953
2023-04-03,27790.220703125,28475.623046875,27276.720703125,28183.080078125,19556501327.0,-0.009829151586528972,-0.009877776587686722
2023-04-04,28168.08984375,28433.7421875,27681.3046875,27795.2734375,15284538859.0,-0.013760264653472243,-0.013855814636388809
2023-04-05,28177.984375,28739.23828125,27843.763671875,28169.7265625,17052315986.0,0.013471827353740196,0.013381889141955207
2023-04-06,28044.140625,28178.384765625,27738.759765625,28175.2265625,13837809380.0,0.00019524506167267752,0.0001952260038362157
2023-04-07,27925.859375,28111.59375,27794.03125,28038.966796875,10861680497.0,-0.0048361550996844915,-0.004847887138347864
2023-04-08,27947.794921875,28159.86328125,27883.38671875,27920.513671875,9373255556.0,-0.004224589509953081,-0.0042335383004206235
2023-04-09,28333.05078125,28532.830078125,27828.48046875,27952.3671875,12175322951.0,0.0011408642405130731,0.0011402139494543152
2023-04-10,29652.98046875,29771.46484375,28189.271484375,28336.02734375,19282400094.0,0.013725497868444236,0.013632156358542289
2023-04-11,30235.05859375,30509.083984375,29609.30078125,29653.6796875,20121259843.0,0.046500955400885724,0.04545217585226864
2023-04-12,30139.052734375,30462.48046875,29725.57421875,30231.58203125,18651929926.0,0.019488385584525147,0.01930091870119811
2023-04-13,30399.06640625,30539.845703125,29878.623046875,29892.740234375,17487721001.0,-0.011208205925999581,-0.01127149118652802
2023-04-14,30485.69921875,31005.607421875,30044.498046875,30409.5625,22659995079.0,0.01728922345602446,0.017141465481228777
2023-04-15,30318.49609375,30601.740234375,30245.8828125,30490.75,11940685378.0,0.0026698016454527185,0.0026662440556722822
2023-04-16,30315.35546875,30555.537109375,30157.83203125,30315.9765625,12854816417.0,-0.005732015037347438,-0.005748506083686041
2023-04-17,29445.044921875,30319.197265625,29275.37109375,30317.146484375,17872186762.0,3.8590934802629207e-05,3.8590190191661494e-05
2023-04-18,30397.552734375,30470.302734375,29154.849609375,29449.091796875,19480529496.0,-0.028632466711449367,-0.02905037222678494
2023-04-19,28822.6796875,30411.0546875,28669.8984375,30394.1875,24571565421.0,0.032092524606320394,0.03158831866682499
2023-04-20,28245.98828125,29076.400390625,28037.2578125,28823.68359375,21340360360.0,-0.051671192271548594,-0.05305399326803734
2023-04-21,27276.91015625,28349.96875,27177.365234375,28249.23046875,20759504330.0,-0.019929899769110748,-0.020131179027882376
2023-04-22,27817.5,27872.142578125,27169.5703125,27265.89453125,13125734602.0,-0.03480929997678306,-0.03542958056237032
2023-04-23,27591.384765625,27820.244140625,27400.314453125,27816.14453125,12785446832.0,0.02018088932931761,0.019979954052584216
2023-04-24,27525.33984375,27979.982421875,27070.849609375,27591.73046875,17703288330.0,-0.008067763030490505,-0.008100483537007703
2023-04-25,28307.59765625,28371.078125,27207.931640625,27514.873046875,17733373139.0,-0.002785523798953027,-0.0027894105898806612
2023-04-26,28422.701171875,29995.837890625,27324.548828125,28300.05859375,31854242019.0,0.028536767934103757,0.028137178557067724
2023-04-27,29473.787109375,29871.546875,28402.88671875,28428.46484375,27153445027.0,0.004537313927270636,0.004527051349747942
2023-04-28,29340.26171875,29572.791015625,28929.609375,29481.013671875,17544464887.0,0.03702446945025262,0.03635552535304301
2023-04-29,29248.48828125,29452.455078125,29088.04296875,29336.56640625,10662634333.0,-0.004899670928303346,-0.004911713668987419
2023-04-30,29268.806640625,29952.029296875,29114.021484375,29245.515625,14652199272.0,-0.00310366182562527,-0.003108488172809308
2023-05-01,28091.568359375,29329.935546875,27680.79296875,29227.103515625,18655599976.0,-0.0006295703454536339,-0.0006297686080814524
2023-05-02,28680.537109375,28881.298828125,27924.123046875,28087.17578125,16432924527.0,-0.039002418894010016,-0.039783387074336
2023-05-03,29006.30859375,29259.533203125,28178.388671875,28680.494140625,19122972518.0,0.021124172967617483,0.020904150756804196
2023-05-04,28847.7109375,29353.185546875,28694.0390625,29031.3046875,15548678514.0,0.012231677221282267,0.01215747472534173
2023-05-05,29534.384765625,29668.908203125,28845.509765625,28851.48046875,17936566518.0,-0.006194148719310788,-0.006213412046293849
2023-05-06,28904.623046875,29820.126953125,28468.966796875,29538.859375,15913866714.0,0.023824736030254146,0.02354535574796368
2023-05-07,28454.978515625,29157.517578125,28441.3671875,28901.623046875,11301355486.0,-0.021572814306578092,-0.02180890912702006
2023-05-08,27694.2734375,28663.271484375,27310.134765625,28450.45703125,19122903752.0,-0.015610404124822397,-0.015733529522330307
2023-05-09,27658.775390625,27821.400390625,27375.6015625,27695.068359375,14128593256.0,-0.02655102064073278,-0.026909865035586254
2023-05-10,27621.755859375,28322.6875,26883.669921875,27654.63671875,20656025026.0,-0.001459885929882998,-0.0014609526016195697
2023-05-11,27000.7890625,27621.94140625,26781.826171875,27621.0859375,16724343943.0,-0.001213206363591568,-0.0012139428942012447
2023-05-12,26804.990234375,27055.646484375,25878.4296875,26987.662109375,19313599897.0,-0.022932618563885843,-0.023199661624461902
2023-05-13,26784.078125,27030.482421875,26710.873046875,26807.76953125,9999171605.0,-0.006665734045280924,-0.006688049270647684
2023-05-14,26930.638671875,27150.9765625,26661.35546875,26788.974609375,10014858959.0,-0.0007010998006786728,-0.0007013456860774485
2023-05-15,27192.693359375,27646.34765625,26766.09765625,26931.384765625,14413231792.0,0.005315998776607156,0.005301918732731636
2023-05-16,27036.650390625,27299.3046875,26878.947265625,27171.513671875,12732238816.0,0.008916322288651912,0.008876806603095437
2023-05-17,27398.802734375,27465.927734375,26600.14453125,27035.470703125,15140006925.0,-0.005006823336854316,-0.0050193994720371116
2023-05-18,26832.208984375,27466.52734375,26415.1015625,27401.650390625,15222938600.0,0.01354441694472408,0.013453511252748934
2023-05-19,26890.12890625,27128.619140625,26700.2109375,26826.75390625,11258983301.0,-0.02098035980240409,-0.021203575163993637
2023-05-20,27129.5859375,27155.158203125,26843.27734375,26888.841796875,7044911360.0,0.0023144019154153206,0.002311727812473481
2023-05-21,26753.826171875,27265.91796875,26706.921875,27118.423828125,8647416921.0,0.008538189669317742,0.008501945488239225
2023-05-22,26851.27734375,27045.734375,26549.734375,26749.892578125,11056770492.0,-0.013589700210297262,-0.013682885388360022
2023-05-23,27225.7265625,27434.68359375,26816.1796875,26855.9609375,13697203143.0,0.0039651882363722635,0.0039573475970702526
2023-05-24,26334.818359375,27224.603515625,26106.576171875,27224.603515625,16299104428.0,0.013726657518713159,0.013633300306887352
2023-05-25,26476.20703125,26591.51953125,25890.59375,26329.4609375,13851122697.0,-0.03287991237820054,-0.03343260548765249
2023-05-26,26719.291015625,26916.669921875,26343.94921875,26474.181640625,12711619225.0,0.00549653118491622,0.005481480383660462
2023-05-27,26868.353515625,26888.8828125,26621.140625,26720.181640625,7892015141.0,0.009292071926503276,0.009249166210031879
2023-05-28,28085.646484375,28193.44921875,26802.751953125,26871.158203125,14545229578.0,0.005650282042636068,0.005634379075101726
2023-05-29,27745.884765625,28432.0390625,27563.876953125,28075.591796875,15181308984.0,0.04482254112924422,0.0438470538950161
2023-05-30,27702.349609375,28044.759765625,27588.501953125,27745.123046875,13251081851.0,-0.011770677975051047,-0.01184050085430273
2023-05-31,27219.658203125,27831.677734375,26866.453125,27700.529296875,15656371534.0,-0.0016072644523745794,-0.0016085574875699142
2023-06-01,26819.97265625,27346.10546875,26671.720703125,27218.412109375,14678970415.0,-0.017404620046534203,-0.01755786111752165
2023-06-02,27249.58984375,27303.861328125,26574.64453125,26824.556640625,14837415000.0,-0.014470185371847633,-0.014575899545966924
2023-06-03,27075.12890625,27317.052734375,26958.00390625,27252.32421875,8385597470.0,0.01594686480212526,0.01582104936557488
2023-06-04,27119.06640625,27407.01953125,26968.224609375,27075.123046875,9360912318.0,-0.006502240706247053,-0.006523472358935733
2023-06-05,25760.09765625,27129.982421875,25445.16796875,27123.109375,21513292646.0,0.0017723401678331197,0.0017707714262867958
2023-06-06,27238.783203125,27313.8203125,25434.8671875,25732.109375,21929670693.0,-0.051284680556651696,-0.0526465048868141
2023-06-07,26345.998046875,27332.181640625,26146.98828125,27235.650390625,19530045082.0,0.058430538814892685,0.056787187157914816
2023-06-08,26508.216796875,26797.513671875,26246.6640625,26347.654296875,11904824295.0,-0.032604181688852374,-0.03314754120839822
2023-06-09,26480.375,26770.2890625,26339.314453125,26505.923828125,11015551640.0,0.006006968569827187,0.00598899866133636
2023-06-10,25851.240234375,26531.044921875,25501.8359375,26481.76171875,19872933189.0,-0.0009115739384024657,-0.0009119896745937729
2023-06-11,25940.16796875,26203.439453125,25668.986328125,25854.03125,10732609603.0,-0.023704256363939136,-0.023989722448572684
2023-06-12,25902.5,26087.919921875,25675.197265625,25934.28515625,11677889997.0,0.0031041157749818193,0.003099307954394649
2023-06-13,25918.728515625,26376.3515625,25728.365234375,25902.94140625,14143474486.0,-0.0012085835337722894,-0.0012093144598341627
2023-06-14,25124.67578125,26041.80078125,24902.15234375,25920.2578125,14265717766.0,0.0006685111925481824,0.0006682878384784881
2023-06-15,25576.39453125,25735.30859375,24797.16796875,25121.673828125,15837384409.0,-0.030809260855032217,-0.031293845239185436
2023-06-16,26327.462890625,26463.173828125,25245.357421875,25575.283203125,16324646965.0,0.018056494885789087,0.01789541254702271
2023-06-17,26510.67578125,26769.39453125,26174.4921875,26328.6796875,11090276850.0,0.02945799185844189,0.029032442241763257
2023-06-18,26336.212890625,26675.92578125,26325.890625,26510.45703125,9565695129.0,0.006904157212118012,0.006880432654831944
2023-06-19,26851.029296875,26984.611328125,26312.83203125,26335.44140625,12826986222.0,-0.0066017581210952025,-0.006623646112240017
2023-06-20,28327.48828125,28388.96875,26668.791015625,26841.6640625,22211859147.0,0.019222106379043424,0.019039695532881117
2023-06-21,30027.296875,30737.330078125,28283.41015625,28311.310546875,33346760979.0,0.05475243565201371,0.05330608124174829
2023-06-22,29912.28125,30495.998046875,29679.158203125,29995.935546875,20653160491.0,0.05950360359372153,0.057800499941500556
2023-06-23,30695.46875,31389.5390625,29845.21484375,29896.3828125,24115570085.0,-0.003318874126110427,-0.003324393804972856
2023-06-24,30548.6953125,30804.1484375,30290.146484375,30708.73828125,12147822496.0,0.02717236643124421,0.026809751752956714
2023-06-25,30480.26171875,31041.271484375,30327.943359375,30545.150390625,12703464114.0,-0.005327079514852007,-0.005341318995340482
2023-06-26,30271.130859375,30636.029296875,29955.744140625,30480.5234375,16493186997.0,-0.0021157844141712623,-0.0021180258481670305
2023-06-27,30688.1640625,31006.787109375,30236.650390625,30274.3203125,16428827944.0,-0.006765078212085718,-0.006788065084343549
2023-06-28,30086.24609375,30703.279296875,29921.822265625,30696.560546875,14571500779.0,0.013947141670449303,0.013850775280123483
2023-06-29,30445.3515625,30796.25,30057.203125,30086.1875,13180860821.0,-0.019884085904117277,-0.02008443462233416
2023-06-30,30477.251953125,31256.86328125,29600.275390625,30441.353515625,26387306197.0,0.011804952542591174,0.011735817647857591
2023-07-01,30590.078125,30641.2890625,30328.865234375,30471.84765625,9086606733.0,0.0010017340592083368,0.001001232658464512
2023-07-02,30620.76953125,30766.140625,30264.01953125,30587.26953125,10533418042.0,0.0037878200331684653,0.0037806643069098972
2023-07-03,31156.439453125,31375.61328125,30586.513671875,30624.515625,15271884873.0,0.001217699203649003,0.0012169584092892023
2023-07-04,30777.58203125,31325.197265625,30659.35546875,31156.865234375,12810828427.0,0.017383119324846374,0.017233761294087015
2023-07-05,30514.166015625,30877.330078125,30225.61328125,30778.724609375,12481622280.0,-0.012136671072505822,-0.012210921847937064
2023-07-06,29909.337890625,31460.052734375,29892.2265625,30507.150390625,21129219509.0,-0.008823439638797725,-0.008862596685716592
2023-07-07,30342.265625,30434.64453125,29777.28515625,29907.998046875,13384770155.0,-0.019639734818828636,-0.019835157340481076
2023-07-08,30292.541015625,30374.4375,30080.16015625,30346.921875,7509378699.0,0.014675801016071688,0.014569153606254272
2023-07-09,30171.234375,30427.58984375,30085.591796875,30291.611328125,7903327692.0,-0.0018226081413734718,-0.0018242711125290168
2023-07-10,30414.470703125,31026.083984375,29985.39453125,30172.423828125,14828209155.0,-0.003934670186704015,-0.003942431366587846
2023-07-11,30620.951171875,30788.314453125,30358.09765625,30417.6328125,12151839152.0,0.008126923636357919,0.008094078028294862
2023-07-12,30391.646484375,30959.96484375,30228.8359375,30622.24609375,14805659717.0,0.006726798318306804,0.006704274363479956
2023-07-13,31476.048828125,31814.515625,30268.3515625,30387.48828125,23686079548.0,-0.007666250600340985,-0.007695787353746351
2023-07-14,30334.068359375,31582.25390625,29966.38671875,31474.720703125,20917902660.0,0.03577894993532116,0.035153752282632886
2023-07-15,30295.806640625,30407.78125,30263.462890625,30331.783203125,8011667756.0,-0.036312871868836694,-0.03698859293178586
2023-07-16,30249.1328125,30437.560546875,30089.669921875,30297.47265625,8516564470.0,-0.0011311747365867486,-0.0011318149976060293
2023-07-17,30145.888671875,30336.400390625,29685.783203125,30249.626953125,13240156074.0,-0.0015791978317085675,-0.0015804460789303628
2023-07-18,29856.5625,30233.65625,29556.427734375,30147.0703125,13138897269.0,-0.0033903439795777146,-0.003396104218874428
2023-07-19,29913.923828125,30184.181640625,29794.26953125,29862.046875,12128602812.0,-0.009454432372548616,-0.009499409229880088
2023-07-20,29792.015625,30195.53125,29638.095703125,29915.25,14655207121.0,0.001781630215192731,0.001780044994652815
2023-07-21,29908.744140625,30045.998046875,29733.8515625,29805.111328125,10972789818.0,-0.0036816898362874717,-0.0036884839372875273
2023-07-22,29771.802734375,29991.615234375,29664.12109375,29908.697265625,7873300598.0,0.0034754420595721758,0.003469416667382621
2023-07-23,30084.5390625,30330.640625,29741.52734375,29790.111328125,9220145050.0,-0.003964931553080198,-0.003972812733315085
2023-07-24,29176.916015625,30093.39453125,28934.294921875,30081.662109375,15395817395.0,0.009786830872791752,0.009739250035389294
2023-07-25,29227.390625,29353.16015625,29062.43359375,29178.970703125,10266772793.0,-0.030008029575223305,-0.030467485431572
2023-07-26,29354.97265625,29675.552734375,29113.912109375,29225.759765625,13497554655.0,0.0016035199793729138,0.0016022357139243613
2023-07-27,29210.689453125,29560.966796875,29099.3515625,29353.798828125,10770779217.0,0.004381034523201599,0.004371465728754602
2023-07-28,29319.24609375,29521.513671875,29125.845703125,29212.1640625,11218474952.0,-0.00482509151385524,-0.0048367698490818616
2023-07-29,29356.91796875,29396.84375,29264.166015625,29319.4453125,6481775959.0,0.0036724855361782716,0.0036657584262833978
2023-07-30,29275.30859375,29443.169921875,29059.501953125,29357.09375,8678454527.0,0.001284077413427287,0.0012832536910988707
2023-07-31,29230.111328125,29489.873046875,29131.578125,29278.314453125,11656781982.0,-0.0026834841877017013,-0.002687091185721043
2023-08-01,29675.732421875,29675.732421875,28657.0234375,29230.873046875,18272392391.0,-0.0016203598853327117,-0.0016216740882580387
2023-08-02,29151.958984375,29987.998046875,28946.509765625,29704.146484375,19212655598.0,0.016190875884584566,0.016061201476080523
2023-08-03,29178.6796875,29375.70703125,28959.48828125,29161.8125,12780357746.0,-0.018257854493825554,-0.018426586059027646
2023-08-04,29074.091796875,29302.078125,28885.3359375,29174.3828125,12036639988.0,0.0004310538825389454,0.0004309610055031655
2023-08-05,29042.126953125,29102.46484375,28957.796875,29075.388671875,6598366353.0,-0.00339318714165171,-0.0033989570571068923
2023-08-06,29041.85546875,29160.822265625,28963.833984375,29043.701171875,7269806994.0,-0.0010898392574422155,-0.001090433564084125
2023-08-07,29180.578125,29244.28125,28724.140625,29038.513671875,13618163710.0,-0.00017861015609899056,-0.00017862610879249173
2023-08-08,29765.4921875,30176.796875,29113.814453125,29180.01953125,17570561357.0,0.00487304071323913,0.0048612058825113335
2023-08-09,29561.494140625,30093.435546875,29376.80078125,29766.6953125,18379521213.0,0.020105393713726105,0.019905949128615055
2023-08-10,29429.591796875,29688.564453125,29354.447265625,29563.97265625,11865344789.0,-0.006810385033399036,-0.006833681537909107
2023-08-11,29397.71484375,29517.7734375,29253.517578125,29424.90234375,10195168197.0,-0.004704046851788712,-0.004715145700194446
2023-08-12,29415.96484375,29465.11328125,29357.587890625,29399.787109375,6194358008.0,-0.0008535367112385561,-0.0008539011811043039
2023-08-13,29282.9140625,29441.43359375,29265.806640625,29416.59375,7329897180.0,0.0005716585825086273,0.0005714952479859061
2023-08-14,29408.443359375,29660.25390625,29124.10546875,29283.263671875,14013695304.0,-0.004532478479939539,-0.004542781303864009
2023-08-15,29170.34765625,29439.12109375,29088.853515625,29408.048828125,12640195779.0,0.0042613131394177994,0.004252259455856009
2023-08-16,28701.779296875,29221.9765625,28701.779296875,29169.07421875,14949271904.0,-0.00812616337696137,-0.008159360608980747
2023-08-17,26664.55078125,28745.947265625,25409.111328125,28699.802734375,31120851211.0,-0.016087980059146023,-0.01621879655646565
2023-08-18,26049.556640625,26808.1953125,25668.921875,26636.078125,24026236529.0,-0.07190727505953154,-0.07462363207063481
2023-08-19,26096.205078125,26249.44921875,25802.408203125,26047.83203125,10631443812.0,-0.022084561059981467,-0.022332075936996917
2023-08-20,26189.583984375,26260.681640625,26004.314453125,26096.861328125,9036580420.0,0.001882279370359008,0.0018805101023681623
2023-08-21,26124.140625,26220.201171875,25846.087890625,26188.69140625,13371557893.0,0.0035188169554334348,0.003512640404245027
2023-08-22,26031.65625,26135.5078125,25520.728515625,26130.748046875,14503820706.0,-0.0022125335884927155,-0.002214984857276604
2023-08-23,26431.640625,26786.8984375,25804.998046875,26040.474609375,16985265785.0,-0.0034546824812692334,-0.003460663676185088
2023-08-24,26162.373046875,26554.91015625,25914.92578125,26431.51953125,12871532023.0,0.015016812394587298,0.014905176292124176
2023-08-25,26047.66796875,26248.103515625,25786.8125,26163.6796875,12406045118.0,-0.010133350200821178,-0.010185042098526933
2023-08-26,26008.462890625,26107.384765625,25983.87890625,26047.234375,6034817316.0,-0.004450647381821993,-0.0044605809978529995
2023-08-27,26089.693359375,26165.373046875,25965.09765625,26008.2421875,6913768611.0,-0.0014969799456876487,-0.0014981015396420623
2023-08-28,26106.150390625,26198.578125,25880.599609375,26089.615234375,11002805166.0,0.003128740738738145,0.0031238564146370495
2023-08-29,27727.392578125,28089.337890625,25912.62890625,26102.486328125,29368391712.0,0.0004933416470258578,0.0004932199940448562
2023-08-30,27297.265625,27760.16015625,27069.20703125,27726.083984375,16343655235.0,0.06220088139652047,0.06034305878977572
2023-08-31,25931.47265625,27456.078125,25752.9296875,27301.9296875,20181001451.0,-0.015298023951526352,-0.015416245978618369
2023-09-01,25800.724609375,26125.869140625,25362.609375,25934.021484375,17202862221.0,-0.05010298608128372,-0.05140170666530044
2023-09-02,25868.798828125,25970.28515625,25753.09375,25800.91015625,10100387473.0,-0.005132691364707842,-0.005145908872019012
2023-09-03,25969.56640625,26087.1484375,25817.03125,25869.47265625,8962524523.0,0.002657367495362939,0.002653842937010666
2023-09-04,25812.416015625,26081.525390625,25657.025390625,25968.169921875,10680635106.0,0.003815202069886503,0.003807942644726954
2023-09-05,25779.982421875,25858.375,25589.98828125,25814.95703125,11094740040.0,-0.005900026497282607,-0.00591750041858238
2023-09-06,25753.236328125,25953.015625,25404.359375,25783.931640625,12752705327.0,-0.0012018377790612433,-0.0012025605652573746
2023-09-07,26240.1953125,26409.302734375,25608.201171875,25748.3125,11088307100.0,-0.001381447217649212,-0.0013824022955512617
2023-09-08,25905.654296875,26414.005859375,25677.48046875,26245.208984375,10817356400.0,0.019298215538396946,0.019114366517095093
2023-09-09,25895.677734375,25921.9765625,25810.494140625,25905.42578125,5481314132.0,-0.012946484949968973,-0.013031021109655571
2023-09-10,25832.2265625,25978.130859375,25640.26171875,25895.2109375,7899553047.0,-0.0003943129071205531,-0.00039439066889723404
2023-09-11,25162.654296875,25883.947265625,24930.296875,25831.71484375,14600006467.0,-0.002452040027912994,-0.0024550512014146755
2023-09-12,25833.34375,26451.939453125,25133.078125,25160.658203125,18657279324.0,-0.025978013642689368,-0.026321402332248296
2023-09-13,26228.32421875,26376.11328125,25781.123046875,25837.5546875,13072077070.0,0.02690297204907499,0.02654744941314759
2023-09-14,26539.673828125,26774.623046875,26171.451171875,26228.27734375,13811359124.0,0.015122276894067976,0.015009075084213843
2023-09-15,26608.693359375,26840.498046875,26240.701171875,26533.818359375,11479735788.0,0.011649297878795206,0.01158196720713665
2023-09-16,26568.28125,26754.76953125,26473.890625,26606.19921875,7402031417.0,0.002727871970579887,0.0027241580803142773
2023-09-17,26534.1875,26617.998046875,26445.07421875,26567.927734375,6774210670.0,-0.0014384423742880292,-0.0014394779256932467
2023-09-18,26754.28125,27414.734375,26415.515625,26532.994140625,15615339655.0,-0.0013148783788959895,-0.0013157435899863663
2023-09-19,27211.1171875,27488.763671875,26681.60546875,26760.8515625,13807690550.0,0.008587701058815789,0.008551036513975966
2023-09-20,27132.0078125,27379.505859375,26864.08203125,27210.228515625,13281116604.0,0.016792326360597354,0.016652894012345338
2023-09-21,26567.6328125,27152.939453125,26389.30078125,27129.83984375,13371443708.0,-0.002954354897418021,-0.0029587276183513224
2023-09-22,26579.568359375,26726.078125,26495.533203125,26564.056640625,10578746709.0,-0.020854645894835322,-0.02107517545497295
2023-09-23,26579.390625,26634.185546875,26520.51953125,26578.556640625,7404700301.0,0.0005458503645043855,0.000545701442384502
2023-09-24,26256.826171875,26716.05859375,26221.05078125,26579.373046875,8192867686.0,3.071672630827749e-05,3.0716254559300304e-05
2023-09-25,26298.48046875,26421.5078125,26011.46875,26253.775390625,11997833257.0,-0.012250012657400888,-0.012325662505014027
2023-09-26,26217.25,26389.884765625,26090.712890625,26294.7578125,9985498161.0,0.0015610106076262564,0.0015597934970181127
2023-09-27,26352.716796875,26817.841796875,26111.46484375,26209.498046875,11718380997.0,-0.0032424624798966795,-0.0032477306523468557
2023-09-28,27021.546875,27259.5,26327.322265625,26355.8125,14079002707.0,0.005582497339831516,0.005566972951330185
2023-09-29,26911.720703125,27225.9375,26721.763671875,27024.841796875,10396435377.0,0.025384506619744673,0.025067670656807928
2023-09-30,26967.916015625,27091.794921875,26888.96875,26911.689453125,5331172801.0,-0.0041869752504187785,-0.004195765175337932
2023-10-01,27983.75,28047.23828125,26965.09375,26967.396484375,9503917434.0,0.002069993834724837,0.0020678543494590707
2023-10-02,27530.78515625,28494.458984375,27347.787109375,27976.798828125,19793041322.0,0.03743047069207628,0.036746954676622014
2023-10-03,27429.978515625,27667.19140625,27216.001953125,27508.251953125,11407814187.0,-0.016747694326234797,-0.01688952272126125
2023-10-04,27799.39453125,27826.658203125,27248.10546875,27429.07421875,11143355314.0,-0.002878326638490969,-0.0028824769865613623
2023-10-05,27415.912109375,28091.861328125,27375.6015625,27798.646484375,11877253670.0,0.013473741865205557,0.013383778202514539
2023-10-06,27946.59765625,28252.537109375,27215.552734375,27412.123046875,13492391599.0,-0.013904397745309494,-0.014001969389433105
2023-10-07,27968.83984375,28028.091796875,27870.423828125,27946.78125,6553044316.0,0.019504443424930296,0.019316669458314093
2023-10-08,27935.08984375,28102.169921875,27740.662109375,27971.677734375,7916875290.0,0.000890853374214684,0.0008904567998564359
2023-10-09,27583.677734375,27989.470703125,27302.5625,27934.47265625,12007668568.0,-0.001330098197123042,-0.0013309835628994003
2023-10-10,27391.01953125,27715.84765625,27301.654296875,27589.201171875,9973350678.0,-0.012360050201189354,-0.01243707093312571
2023-10-11,26873.3203125,27474.115234375,26561.099609375,27392.076171875,13648094333.0,-0.007145005713356856,-0.00717065350879549
2023-10-12,26756.798828125,26921.439453125,26558.3203125,26873.29296875,9392909295.0,-0.018939170578740727,-0.019120813774169396
2023-10-13,26862.375,27092.697265625,26686.322265625,26752.87890625,15165312851.0,-0.004480807865267056,-0.004490876773984717
2023-10-14,26861.70703125,26969.0,26814.5859375,26866.203125,5388116782.0,0.004235963506848073,0.004227017069056859
2023-10-15,27159.65234375,27289.169921875,26817.89453125,26858.01171875,7098201980.0,-0.00030489631199048794,-0.000304942802321081
2023-10-16,28519.466796875,29448.138671875,27130.47265625,27162.62890625,27833876539.0,0.011341762401843924,0.01127792683309992
2023-10-17,28415.748046875,28618.751953125,28110.185546875,28522.09765625,14872527508.0,0.05004923325691757,0.0488370518862978
2023-10-18,28328.341796875,28889.009765625,28174.251953125,28413.53125,12724128586.0,-0.003806396274160795,-0.0038136590362837677
2023-10-19,28719.806640625,28892.474609375,28177.98828125,28332.416015625,14448058195.0,-0.0028548100431902146,-0.002858892785535513
2023-10-20,29682.94921875,30104.0859375,28601.669921875,28732.8125,21536125230.0,0.014132098164667095,0.01403317100815785
2023-10-21,29918.412109375,30287.482421875,29481.751953125,29683.380859375,11541146996.0,0.03308302517809558,0.032547559781052594
2023-10-22,29993.896484375,30199.43359375,29720.3125,29918.654296875,10446520040.0,0.007926099746339732,0.007894853217882422
2023-10-23,33086.234375,34370.4375,30097.828125,30140.685546875,38363572311.0,0.007421164327674701,0.007393762970825228
2023-10-24,33901.52734375,35150.43359375,32880.76171875,33077.3046875,44934999645.0,0.09743040303638573,0.0929714498665774
2023-10-25,34502.8203125,35133.7578125,33709.109375,33916.04296875,25254318008.0,0.02535691130743678,0.02504075813427503
2023-10-26,34156.6484375,34832.91015625,33762.32421875,34504.2890625,19427195376.0,0.017344184116407924,0.017195490604567733
2023-10-27,33909.80078125,34238.2109375,33416.88671875,34156.5,16418032871.0,-0.01007958929019015,-0.010130732307624044
2023-10-28,34089.57421875,34399.390625,33874.8046875,33907.72265625,10160330825.0,-0.007283455381845383,-0.007310109243328504
2023-10-29,34538.48046875,34743.26171875,33947.56640625,34089.37109375,11160323986.0,0.005357140594239196,0.005342842159649902
2023-10-30,34502.36328125,34843.93359375,34110.97265625,34531.7421875,17184860315.0,0.0129768041931142,0.012893326873199665
2023-10-31,34667.78125,34719.25390625,34083.30859375,34500.078125,15758270810.0,-0.0009169552560676086,-0.0009173759167094073
2023-11-01,35437.25390625,35527.9296875,34170.69140625,34657.2734375,22446272005.0,0.004556375551685754,0.004546026696209394
2023-11-02,34938.2421875,35919.84375,34401.57421875,35441.578125,20998158544.0,0.022630305552293173,0.022378039008214827
2023-11-03,34732.32421875,34942.47265625,34133.44140625,34942.47265625,17158456701.0,-0.014082484334915657,-0.01418258339090399
2023-11-04,35082.1953125,35256.03125,34616.69140625,34736.32421875,9561294264.0,-0.005899652252088883,-0.005917123952298048
2023-11-05,35049.35546875,35340.33984375,34594.2421875,35090.01171875,12412743996.0,0.010182064681705238,0.010130576669009283
2023-11-06,35037.37109375,35286.02734375,34765.36328125,35044.7890625,12693436420.0,-0.001288761503201119,-0.0012895926705015453
2023-11-07,35443.5625,35892.41796875,34545.81640625,35047.79296875,18834737789.0,8.57162029037628e-05,8.571252947995582e-05
2023-11-08,35655.27734375,35994.41796875,35147.80078125,35419.4765625,17295394918.0,0.010605049912312925,0.010549210807885581
2023-11-09,36693.125,37926.2578125,35592.1015625,35633.6328125,37762672382.0,0.006046285004299934,0.0060280795697645155
2023-11-10,37313.96875,37493.80078125,36362.75390625,36702.25,22711265155.0,0.029989004857375656,0.029548127288815507
2023-11-11,37138.05078125,37407.09375,36773.66796875,37310.0703125,13924272142.0,0.01656084606529573,0.01642521069648984
2023-11-12,37054.51953125,37227.69140625,36779.1171875,37133.9921875,11545715999.0,-0.004719319034384384,-0.004730490181119463
2023-11-13,36502.35546875,37405.1171875,36399.60546875,37070.3046875,19057712790.0,-0.0017150728011796623,-0.0017165452223168013
